4,Just go here  and order a battleship. If Kris makes it  its even better!
0,Today I went in to get a gel manicure  like I have multiple times before at this location. my usual choice is closed on Mondays and I needed to tend to my nails before I headed on a trip! \n\n25 dollars for a gel manicure you can't go wrong right? Oh boy was a wrong.. So very wrong! I am usually satisfied by the sub par manicure I receive but today was a disaster. I have never had such a painful manicure. Not only did she dig at my cuticles until raw skin was exposed a new lady had to finish my manicure because the paint looked terrible. And I requested it to be fixed! Meanwhile she poured acetone on my exposed skin to get the initial paint off of my nail! In which this has left my skin so dry that my hands are peeling!!! After being there for over an hour and a half for just a gel manicure I was so dissatisfied that I skipped half of the manicure and was still charged full price!!!\n\nAmazing... Never will I be going back to this place and if you're looking for a clean efficient manicure look elsewhere!
0,pretty terrible pizza joint.  I like TJ's much more.  I've tried this place twice  and both times  it was pretty bad.  The first time  I just ordered two slices.  They took two pretty old cheese pieces of pizza out of their warming rack  threw on pepperoni and mushroom on top if it  and just served it.  I think the pizza had been in the warming rack for several hours.  The second time I tried them  I just ordered a small pizza so I knew it would be fresh.  It was  very bleah  even for pizza.  Don't  waste your money.
4,I can't believe I am the first to rate this restaurant.  I ate here in October 1997.  I'm still thinking about that meal 12 years later.  The lobster in vanilla and the dessert plate  with its ten or so tiny desserts  each a different pearl or diamond  stick in my mind as the single best meal ever eaten in four decades of dining out.  Paris on the cheap.  If you are in Montreal  not to be missed. Gerard Fort  the chef (who is  I think  the same chef from 1997)  grew up and trained in France. He's the real deal.
0,Same situation. \nI called yesterday to schedule an appointment. I made sure to ask if the rental was definitely available and I was assured it was. I made the appointment. Called today to verify and there was no record of me making it (even though yesterday  I received an email from the company detailing the appointment!).  Leasing Agent's name I was given was Ryan and I am not sure he even works for them. The whole company is weird and I would not trust renting from them. \n\nStay away if you're renting  their is something weird going on there.
0,Officially offended by this place. Employees talking about her husband getting hit by a car  swallowing  sexualness of each race  and screaming. Repulsed.  Did I mention the manager was standing there laughing with them?
2,If I could give this burger joint 2 1/2 stars I would. Mixed experience at its' best.\n I was shocked at how sparse the menu was- NO  salads  onion rings  baked potatoes or shakes or.. anything else.. but mainly burger  fries and hot dogs. Everythjing in blinding red and white colors.\n  Um ok... So we ordered. We liked how the toppings were free and that they had ones we actually liked. \nThe order was for three: One bacon burger got a 10 out of a 10 rating and some love. The other two  a 5 out of 10. To me ( Yeah I was a 5..) it was just a good greasy burger. I expected much more  something to give it a wow factor. There needed to be a  \"You couldn't make this at home if you tried\" factor... but there was none.\n The fries were just cut friend potato with some salt . ( Again nothing you can't make at home). No one liked the fries especially. They were passable but nothing to go on about and the large is about 5 bucks  it will feed a lot of people but who needs that many fries??! The President of fried food addicts are us???!!\n The Peanuts  I totally don't get it. They just want you to buy a drink.\n The drink machines rock! I loved these and was like a kid in the candy store. I regressed to about 10 years old and became giddy with the choices of so many of my faves. And if you can't have sugar there are choices for you too besides Diet coke and unsweetened tea like most places have.\n The lighting is  too bright and it's so noisy our nerves were shot leaving the place. I would not go back again unless someone else wanted to go. You pay a lot for decent food that really could be made at home. If you want a huge artery clogging lunch to perk up your dreary work day go fit but be prepared to spend a lot and do some sit ups afterwards. :) This place will fit the bill for most burger enthusiasts  but it wasn't for me  I am not a fries person either...
0,There was one person ahead of me at the register and one person in the drive through and they got all of our orders wrong even after the three staff behind the counter stared and stuttered at each other for twenty minutes.
3,Recommend to go before 630 pm to void the long wait  this location is better than irvine branch. More sushi selection and I love their clam soup. Oyster is a little bit under quantity control so I wasn't able to eat as much like hikari :( but quality is not bad.
1,We made a stop at the Fairmont Scottsdale Princess Resort for lunch and ended up at the Ironwood American Kitchen.   \n\nPros:   \n\nNice setting  we sat on the patio with a view of the pool.\n\nGood service.\n\nLiked that they left big bottles of water on the table since it was close to 85 degrees during our visit.  Nice touch.\n\n\nCons:   \n\nFood was so so.  We ordered two different salads and neither was remarkable.   They told us they had just gone to a farm to table concept.  I guess that's why the servers all wear jeans.   \n\nAt lunch we were presented a cocktail menu where our server pointed to the limited selection of cocktails they could make during the afternoon.  We ordered two different margaritas.  One was their regular  the other was the special.   Neither were good.\n\n\nMaybe it would be a better place to try for dinner.   They could do a much better job on their lunch menu and food preparation.
2,I have lived down the street from Roadrunner for about 6 years but had never ventured in until a couple of days ago after having bought a Groupon. We didn't end up using it as we were there during happy hour and our dinner of Cowboy Poppers (Jalapenos stuffed with cheese and pulled pork)  Sliders  Chicken Wings  a Bud Light  and a Sprite was well under our $30 Groupon. The food was pretty decent. I liked the filling in the poppers but the breading could use some work. The sliders were cooked past the medium I had requested but still pretty good. The chicken wings were chicken wings.\n\nNext time I think I'll try the Southwest fried pickles and the pulled pork sandwich. And I think I'll bring my parents so the tab exceeds the Groupon.
4,Stayed here for four nights (Thursday through Monday) and the hotel won me over. The room was first class with everything I could ever need. HUGE shower (room for wife  girlfriend  & FB) and tub was nice/ separate from shower; but all enclosed to one another. Fully stocked bar with pull down service every evening. Additionally at night  they fill your ice bucket too and leave chocolate bedside. Flat screen on the wall with an iPad to control the entire room (Even the shears and black out drapes) were controlled by a button on the wall or the iPad. Very pleased with accommodations of hotel. Things around hotel are pricey  just like all the hotels for a beverage cost of $11.50  but lots of nice candy; if u know what I mean. Thumbs up in my book  I'll be saving my bucks to come back 2014!  Pool was nice; but I gotta due some work on those abs brother!!!
2,Beers are relatively inexpensive for proximity to the strip. Some shady characters chill here but it makes for great people watching.
3,Some people think the name is R-rated but it actually stands for a toad with horns. \n\nThe Fried Chicken alone is worth the treck -- freshly plucked  never frozen and you can taste the difference. You can order a half chicken but for only a few dollars more you can get a whole chicken for about $18 which can feed 3 people. The hamburger was just OK but the Grilled Chicken Salad was huge -- it can easily feed 2-3 people. On a nice day  sit out on the patio and imbibe the Cave Creek ambiance. We've always had good service here and my tourist friends always enjoy this place.
0,Foods ok. Service sucks! So many servers and none come to help out. Hostess was to busy texting to acknowledge us until the photographer told her she had people.
3,The chef here has is better than average. I ordered the steamed Red Snapper.  Excellently prepared!  Rice and peas is a bit bland. Also had a side of Jerk Chicken as an appetizer: best I had in Charlotte. \n\nMy side of plantains was made fresh-to-order. Delicious! I will have to come back to try some other dishes.
3,Enjoyed the sushi and had great service. The boards behind the bar advertise their specials. They offer an all-you-can-eat menu  but I have found that I prefer ordering directly off the menu because not all the rolls I want are featured on the all-you-can-eat menu.  Frequent customers have a pair of personal chopsticks kept at the restaurant  but I have yet to figure out how to get one of those.
0,I'm still getting mailers from this place. Nope. I won't go. Keep your stinky coupons. Boo.
2,This is not a great cheesesteak but  it's serviceable for a reasonable price and is served quickly at this location of the PC.  The restaurant itself looks to have seen better days but the service is friendly and  as mentioned  the food gets to you fast.  They don't have the fries warming under a light  instead they are dropped about the time your steak and onions hit the grill so you get them hot and crispy with a dusting of seasoned salt.\n\nOn the Original cheesesteak you get steak  onions and choice of white american and provolone cheese.  I like the hoagie version which has lettuce  tomato and olive oil.  My only asks would be more seasoning on the meat as it's cooked and some vinegar to go with the olive oil and cut some of the fattiness.
2,It's not a bad hotel at all  but it is just very old and is shadowed under the much fancier hotels in Vegas.\n\nI've stayed here twice because it was cheap. $49 for a room on a weekend isn't bad at all. \n\nRoom was clean  basic  smelled fine  but I found it a little hard to breathe at night. Mattresses were a little too hard for my liking but what can ya do..\n\nPool is small but nice enough. I spent a lot of time out there swimming in it and sitting by it. Drinks they serve in the poolside bar are WEAK though. \n\nGambling is affordable but this is definitely NOT  a \"happening\" hotel for people in my age group which is 20s. And I think those of us in our 20s who stay there don't EXPECT it to be either.... come on we know we're just staying here because it's cheap.  Just sleeping here  not hanging out here. My friends and I actually walked to the Wynn hotel which is right next door at one point.\n\nThe bartenders in the casino at 3 in the morning were pretty nice  friendly and helpful  though. That was cool.\n\nSelf parking garage really sucks though... not enough spaces and the elevators are pretty scary.
3,Jen is my favorite!  Love the fact this place has no television!  I always hate leaving because I am so relaxed.  They have waxing and eyelash extensions.  I believe they offer a $50 discount on the eyelashes on Mon  Tues  and Wed.
1,Kind of a dark place to be.  The building is long and skinny.  When we walked in we were not greeted in a friendly manner actually we were not greeted at all. We noticed there were reserved signs on all the tables that had daylight on them so we were directed to the back where they have creepy crescent shaped booths.\n\nThey have daily specials and the special was $5 cosmos so we all ordered one.  It was really good and really strong!  One is all you need.  We also ordered the margherita pizza  artichoke dip & the fancy mac & cheese.  The pizza was good  the dip was fabulous and the mac & cheese was gross. I do not know why they called it fancy mac & cheese.  The noodles were too big and chewy and the cheese did not have any flavor.  It was bland and boring and sticky.  Nothing fancy about it all so that was misleading.\n\nThe dip had some hotness to it and had good flavor and consistency.  None of the food came out hot.  The pizza cheese was luke warm at best so I think it was sitting in the kitchen waiting to be brought out for a while.\n\nOur waitress was really nice and very helpful with helping us select menu items.\n\nWould I go back?  Yes  I would go back and try something different and hopefully we could sit somewhere towards the front and the light of day.  This place is really dark.
0,After this last time I stayed here I will never stay here again. We had a wedding here on the Pirate Ship  so we decided to stay here as well. \n\nFirst we walked up to the invited guests line  because part of the wedding package we were. You would think in this line the people that have the best customer service would be here  this was not the case. I asked for an upgrade from our suite and right away we were told no. I told her we had about 20 rooms booked for all our guests and we had purchased the pirate ship so we were giving them thousands of dollars of business and they could not comp 600 bucks  she did not even bother looking into this. \n\nNext we reserved a room on a floor for my wife's mom with all of our other guests. This was really important to her that she be on this floor and we expressed this when we checked in. Her mom got there a few hours later and they gave her room away so her mom had to be on another floor. \n\nNext at the wedding we had brought our own song for the end music and we tested it the day before on the chapel and it worked on their system. The day of the wedding they come running up to my wife just as she is about to walk out and told her that the song would not work outside  my wife told them to ask me what to I wanted to play in place of it. They never asked me  and at the end of the cermony they choose the song on their own  turned to be Elvis  Vivia Las Vegas which is about the stupidest song to play for a wedding. \n\nThe rooms here are nice  but if you expect anything in terms of service don't stay here. These people don't know what service is and treat you like crap.
4,Another favorite Chinese noodle joint for us to eat at here in town since the long-gone and not forgotten Shanghai Noon owned by HK actor  Samo Hung. We walked in right on time for the nightly noodle making/stretching. This place reminds me of the masters over at Malan Noodles that are in SoCal and all over Beijing. As mentioned in another review  English can be a bit of a challenge here. For those not interested in the noodles  they also offer a selection of  \"Westernized\" Chinese dishes including fried rice and chow mein. But why bother  they should be known for their noodles like their namesake.\n\nOne thing for certain  I like the flavors here more than Malan which I find slightly bland. The noodles are tender and chewy. After perusing the menu  the owner's husband recommended the following: \n\n-Special Flavor Beef Noodle Soup ($6.95). Served with slices of marinated beef and wood ear (fungus). The soup base is made from beef stock and a secret blend of 28 spices (and you thought the Colonel used more spices) with Star Anise as the dominant spice. What a wonderful medley of flavors tingling my palate. \n\n-Special Flavor Tomato Egg Noodle Soup ($6.95). The soup base reminds me of my mother's tomato and egg dish; slightly sweet with a zest of tomato flavor and sprinkling of eggs. \n\n-Vegetable Dumplings (pan fried $4.95). Perfect for the vegetarian or someone who doesn't want any meat in their dumplings. Instead of the traditional dumplings that are fried individually  the chef made it into a flower shape that you separate into individual pieces. What a neat way to present dumplings! \n\nSure  the place is in the wrong side of town for me. But  it is certainly worth the trek. \n\nFlavorful broth. Check. \nFresh tender and chewy noodles. Check. \nHappy stomach. Check. \n\nSolid 4.5 Stars
3,The ice creams/gelatos here are excellent.  I have tried the pistachio  cheesecake  and mint flavors and they are all great.  Their ice creams/gelatos are creamy and rich (not watered down)  but I never feel guilty after enjoying my snacks here.  I especially love their milkshakes!
3,It's your average Kohls. Clean and well organized. The staff I encountered were all friendly and offered assistance. Would shop here again.
3,Love this place! Fresh eggs  homemade hash browns  fresh squeezed orange juice  delish thick bacon  very reasonable prices....
3,Been here 3 times. I love the ambiance  the best. Like it better than Town Square   its more cozy  stores are closer together  bettter place to walk during summer Vegas heat. I ate at Cafe Leone with my kids 4 times already and shopped at Charming Charlie 3 times. Im not tired of going to those places again and again. Most stores and restaurant are just pricy but quality.
2,We've been fans of Lon's for years. The patio  the dining room  the food  was always dependable and a cut above.  For Sunday brunch  I ordered the chopped salad.  When it arrived I thought I'd been transported to a fast food take out. Iceberg lettuce  2 pieces of dark green lettuce  3 microscopic pieces of chicken  and a decorative something or other on top...I have never  did I say never  sent anything back in a restaurant  but back this went. I reordered the turkey burger  which another in my party had and hadn't complained about. The waiter was most gracious and accommodating. The side salad with the burger was fine. The burger was dry and tasteless; my husband later said that his was too. The other two people in our party had omelettes and were very pleased with their selection.  All in all it was a disappointing experience. I don't know if this will continue to be our \"go to\" place for lunch and brunch. The kitchen needs a jolting heads up and perhaps a new chef.
1,The worst service of any bojangles I've been to. The orders rarely come out right. How hard can it be to put chicken in a box?
3,The chicken strips were really good but the sauce they provide to dip sorta sucked. Maybe I can try it again next time I'm in Vegas...
1,This is a pretty funny story. My friends and I came here for opening night  way back when. Phelps was being his high spender self and was ordering martinis and shots. The night had barely begun and chicks in skanky dresses were pushing and acting all hard. This one girl kept hitting my arm and it was really annoying. I don't really like this atmosphere but Phelps was paying  right? Maybe a half hour in and all of a sudden the girl who kept bumping into me turned around and smashed her martini glass into this girls head! Woah! What the Fluff? Glass was everywhere and the girl had blood running down her face. \n\nWe were herded upstairs and with the help of some free drinks  started partying and dancing  forgetting the incident.  DJ Nugget was playing some sweet mixes. It ended up getting very crowded so I left.\n\nI did go back a couple of times later with friends  but only when my favorite DJ's were there. Since then it's gotten old. I never got a WOW factor from the place. They have valet parking because it is impossible to park in the Southside. I don't know why but it seems like all these types of clubs are filled to the brim with douchers! No thanks.
2,Typically I give a place that falls in the middle of great and bad multiple chances.  For whatever reason it's easier for me to 1  4 or 5 star a place after the first visit  rather than 3.  As far as yelp is concerned  3 stars isn't a bad thing - \"A-OK.\"!\n\nThe scene is strange.  It's a mix of typical Arcadia  Scottsdale and the like.  This place is more of a sports bar than anything  in my eyes  with better food than your typical sports bar fare.  Seriously.  There's like 14 televisions in here.\n\nService is quick-ish.  Food is fresh.  The servings are very large.  Some things waver on decent-to-bland  while other things are pretty swell.  The mac & cheese is a pass  in my opinion  and not worth the $5 (for the small cup you get - ah  contradictory to my large servings note!).  Some dishes have an overpowering taste  while other leave you wondering if you're eating food or chewing crunchy water (that sounds gross now that I've typed it out!).\n\nBeer and liquor list is pretty typical; nothing to note really.  A few changes here and there and I could see it as a really decent spot.  The same could be said for the food  really.\n\nI'll be back  yet again  The Garage just hasn't blown me away yet.  Also  on a funnier note: \"Garage\" reads easily as \"Garbage\" on the menu  which was kind of comical.
0,So I don't eat sushi but I went for a batch party and the bride along with the other 10 girls I went with all eat sushi these girls had nothing but complaints about the food.  They said it is so over priced for the quality of food they also said they wouldn't go back next time they go to Vegas.  Since I don't eat sushi I was left with almost nothing to eat I could either get 2 tiny chicken squares or a $35 steak and that was not what I wanted right before heading out to the bars so I got the tiny chicken and edemame which was not filling but those were my choices.
2,The food is good! Though the chairs are not too comfortable if you stay on the booth the people pass by a lot! Suggest not to stay on the side if you really want to watch the game and not get dizzy!
1,A really nice club with cool lighting and a few different rooms to explore. However  it's just too small & cramped for the large crowds they let in--you can barely move on the dancefloors and it's a constant struggle to stay afloat as people bump into you every few seconds. Merp!\n\nWe got in for free/discount with a promoter and got here early but still had to wait a long time and deal with hella lines to get in. That's to be expected for such a popular club for sure  but I usually don't have such a long wait at Marquee.\n\nPauly D DJs here a lot - does that excite anyone? Not me ;)
1,I'm continually surprised by the ratings for this place.   Service was decent.   Food average .  Price high.   I just don't get it.\n\nThis review won't be long enough to score  as epic because I can say it in one word \"meh\"
0,We'll that do I have to say... Once you walk in you get hounded by the workers.  1st when you walk in then like 3 in the middle of the store then like 3 cashiers in  the back . Like I know customers is good but they take it to the next level  when I get attacked by the workers I just want to tell them to leave me alone   when I go shopping In there I have my head phone on and volume up so they won't bug me I have walked out a few time and just bought what I need online just to stay away from the pushy workers  
2,Bento Box lunch!\n\nThey do a really cool \"bento box\" lunch special most every day (or weekends at least) that is always a very creative mix of food. \n\nWe had dinner here once  and while it was great  for the money I'd likely pick other places  but a solid choice.\n\nif you like ginger ale  they make theirs fresh  and it's fantastic. Call ahead as they had been closed for renovations and not sure if they are open again.
2,A little confusing to figure out how to get to the main floor and reception area at first but once you got it figured out it's fantastic.\n\nThe Hilton is located downtown right near all the action of St. Catherine and Peel Street. The hotel itself is located on the corner of Rue Mansfield and Rue de La Gauchetiere. McGill University is a straight shot up Mansfield so if you're looking to visit some friends at McGill you're not too far off. Also Crescent Street is not too far from the hotel. That is where you will find the Hard Rock Cafe  Thursday's  Sir Winston Churchill's  Ben & Jerry's  Newtowne  Paris Crepe  etc. Just travel a few blocks west on St Cathrerine and take a right on Crescent.\n\nThe hotel atmosphere is quiet and nice. It's in an old building that could appear to some as dingy for a Hilton  but it's actually quite nice. The hotel bar staff and reception desk clerks were very helpful and friendly. Warning for the bar: a tall cheap beer (Molson Dry) ran me $10/each. It shouldn't really cost much more than $7 elsewhere.\n\nThe hotel has free internet but not wi-fi. In your room there is a LAN wire that you can conntect to your laptop. You can purchase higher internet speeds for a certain price per MB.\n\nThe bed was the most comfortable thing I have ever slept on and the rooms are spacious. I will definitely be back.
1,This place is about ambience and atmosphere.  The service was poor and I had the worst wrapped dates ($9) ever.  They were so bad  I couldn't eat them even when I was hungry.  Waste of time and money.
1,I usually don't shop at Bashas' and now I know why. I went to the Blockbuster store located in the same strip mall and realized I needed to get something for dinner that I didn't have. Not wanting to waste time driving to another store  I ran into here.\n\nUpon walking in  I noticed how old and dirty this place was compared to other markets.  My wife was appalled at the conditions. Her comment to me after we walked out with our grocery bag \"Let's never go here again\"!\n\nI've heard you save some money at Bashas'  but I don't think that is the case. I found the prices to be about the same or in some cases more. The meat quality was poor (in my opinion).\n\nSome of the check out stands were ones I recall when I was a kid in the 80's. The old turnstiles. I was shocked they had a price scanner given how ancient they were. \n\nFor me  Basha's doesn't even come close to Fry's  Safeway  Sunflower or Trader Joe's. Bashas' is well below the other chain super markets.
4,This was just lovely.\n\nThere is nothing like relaxing in comfort while waiting for your flight to come along.\n\nThe staff inside are all very friendly and provide VIP treatment.  The bar serves large complimentary cocktails along with your complimentary dinner buffet - which was SCRUMPTIOUS!\n\nPlenty of outlets to charge up your phones and laptops while lounging on very comfy couches  benches  tables  you name it - whatever is your fancy.
4,Happy Father's Day 2013!!!\n\nThe gurlpren took me here for Father's Day and I admit  I would have never found this place because it's located smack in the middle of a residential area.  We arrived right before noon and it was still a little quiet  especially for great day like Father's Day.  Dining for us was outside and even though we were in the middle of 100+ degree Vegas weather  we were kept cool with the shade and cool mist. The service was great  staff was attentive  and the ambiance was relaxing.  My GF had a view of the lake  which was the relaxing part. My opinion  I had the best view. \n\nAs for their food  lets start with their menu.  Their menu for brunch was simple and prices are what to expect from a French Restaurant.  Actually  their prices for what you get are pretty good. I got their Steak & Eggs  which is also served with some home fries. The steak was the highlight. I would guess about 6 oz of well seasoned  well prepared  and thinly sliced steak.  Normally steak & eggs come a little dry. Not here  their steak was juicy and delicious.  For my pre-steak meal  I got a cup of their French Onion Soup.  This was delicious as well. It wasn't overly salty and had enough of an onion kick to it. \n\nThis was my first time here and I was impressed with their service and quality of food.  I'm still curious what dinner is like here so I'm going to have to come back. I'm also appreciative to my GF for surprising me with memorable Father's Day brunch.  1OAK!  \n\nSteak & Eggs:  http://www.yelp.com/user_local_photos?select=bsDfORivIAUj9CIkPL5FyQ&userid=y3FcL4bLy0eLlkb0SDPnBQ\n\nFrench Onion Soup:  http://www.yelp.com/user_local_photos?select=YnmW7qmYq_QgVaAjqr99_A&userid=y3FcL4bLy0eLlkb0SDPnBQ
3,I went here when the club first opened and wow it set a new standard. The bouncers (and pretty much everyone who works at the Wynn) are nice and real with you. The layout is way nice except the dancefloor is way small. The outside is beautiful but it sucks if it's winter and it's cold outside. \n\nIf you can  get a table here it will greatly increase your chances of having a great night.
1,This is probably the only thing that hacks me about The Wynn. I'm not a fan of buffets. Mostly because you never know who's dirty little kid stuck their fingers in the mashies  or how long the food has been sitting out. That being said  I've had my share of buffet experiences in Vegas and I actually prefer the Planet Hollywood one to this spot. \nI felt the selection was lacking  service was slow  and the price just really didn't match up with the amount of sub-par food I was able to consume. \nWas it the worst? Nah  but I won't be returning.
